,fitness,fitness idx,mae,predictions,data_outputs
0,20.52718081118995,0,0.048715886,[0.5219917  0.95363665],[0.57414566 0.88148148]
1,20.52718081118995,0,0.048715886,[0.6535837 0.9620251],[0.65985993 0.89550926]
2,20.52718081118995,0,0.048715886,[0.78517586 0.97041357],[0.77565786 0.90972222]
3,20.52718081118995,0,0.048715886,[0.9167676 0.978802 ],[0.94075031 0.92474537]
4,20.52718081118995,0,0.048715886,[1.0483577  0.98719037],[1.19511974 0.94009259]
5,20.52718081118995,0,0.048715886,[0.77003783 0.9694486 ],[0.80260699 0.93125   ]
6,20.52718081118995,0,0.048715886,[0.9016299 0.9778371],[0.92242849 0.93993056]
7,20.52718081118995,0,0.048715886,[1.0332203 0.9862254],[1.0843047  0.94861111]
8,20.52718081118995,0,0.048715886,[1.1648124 0.9946139],[1.31508996 0.95601852]
9,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[1.67067635 0.96643519]
10,20.52718081118995,0,0.048715886,[1.018084   0.98526055],[1.03106831 0.96157407]
11,20.52718081118995,0,0.048715886,[1.1496758  0.99364895],[1.18499706 0.96643519]
12,20.52718081118995,0,0.048715886,[1.4085718 1.0101526],[1.39295155 0.97152778]
13,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[1.68942798 0.97666667]
14,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[2.14623296 0.98194444]
15,20.52718081118995,0,0.048715886,[0.513708  0.9531086],[0.56011381 0.91481481]
16,20.52718081118995,0,0.048715886,[0.6452999  0.96149707],[0.63720664 0.9287037 ]
17,20.52718081118995,0,0.048715886,[0.7768915  0.96988547],[0.738908   0.94282407]
18,20.52718081118995,0,0.048715886,[0.9084833 0.9782739],[0.87923797 0.95740741]
19,20.52718081118995,0,0.048715886,[1.0400748 0.9866623],[1.08536861 0.9724537 ]
20,20.52718081118995,0,0.048715886,[0.76175416 0.9689205 ],[0.7831755  0.96712963]
21,20.52718081118995,0,0.048715886,[0.8933469  0.97730905],[0.89097204 0.97569444]
22,20.52718081118995,0,0.048715886,[1.0249374 0.9856974],[1.03318633 0.98425926]
23,20.52718081118995,0,0.048715886,[1.1565292  0.99408585],[1.22939695 0.99305556]
24,20.52718081118995,0,0.048715886,[1.5168219 1.017053 ],[1.51761704 1.00208333]
25,20.52718081118995,0,0.048715886,[1.0098007 0.9847325],[1.00625354 0.99884259]
26,20.52718081118995,0,0.048715886,[1.1413915  0.99312085],[1.14475477 1.00400463]
27,20.52718081118995,0,0.048715886,[1.2777418 1.0018127],[1.32745323 1.00918981]
28,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[1.57957226 1.01435185]
29,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[1.94988834 1.01956019]
30,20.52718081118995,0,0.048715886,[0.5054245 0.9525806],[0.54669808 0.94706019]
31,20.52718081118995,0,0.048715886,[0.6370169 0.9609691],[0.61597484 0.96064815]
32,20.52718081118995,0,0.048715886,[0.7686085 0.9693575],[0.70535477 0.97430556]
33,20.52718081118995,0,0.048715886,[0.900199   0.97774583],[0.82507495 0.98865741]
34,20.52718081118995,0,0.048715886,[1.0174145  0.98521787],[0.99374646 1.00324074]
35,20.52718081118995,0,0.048715886,[0.7534698  0.96839243],[0.76461835 1.00185185]
36,20.52718081118995,0,0.048715886,[0.88506293 0.976781  ],[0.86150776 1.01032407]
37,20.52718081118995,0,0.048715886,[1.0166531 0.9851693],[0.98651563 1.01888889]
38,20.52718081118995,0,0.048715886,[1.1482449  0.99355775],[1.15395735 1.02760648]
39,20.52718081118995,0,0.048715886,[1.3859918 1.0087131],[1.38986114 1.03634259]
40,20.52718081118995,0,0.048715886,[1.001517  0.9842045],[0.98253699 1.03520833]
41,20.52718081118995,0,0.048715886,[1.1331068  0.99259275],[1.10704069 1.04027778]
42,20.52718081118995,0,0.048715886,[1.2646996 1.0009812],[1.26767648 1.04537037]
43,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[1.48284138 1.05046296]
44,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[1.78597746 1.05555556]
45,20.52718081118995,0,0.048715886,[0.49437976 0.9518765 ],[0.52970492 0.98828704]
46,20.52718081118995,0,0.048715886,[0.62597185 0.960265  ],[0.58965653 1.00115741]
47,20.52718081118995,0,0.048715886,[0.7575631 0.9686534],[0.66490982 1.01458333]
48,20.52718081118995,0,0.048715886,[0.8891549  0.97704184],[0.76218165 1.02824074]
49,20.52718081118995,0,0.048715886,[0.8969114  0.97753626],[0.89279098 1.04236111]
50,20.52718081118995,0,0.048715886,[0.74242574 0.96768844],[0.74109629 1.04606481]
51,20.52718081118995,0,0.048715886,[0.8740172  0.97607684],[0.82497363 1.05439815]
52,20.52718081118995,0,0.048715886,[1.0056096  0.98446536],[0.93025829 1.06273148]
53,20.52718081118995,0,0.048715886,[1.1372007  0.99285376],[1.06634896 1.0712963 ]
54,20.52718081118995,0,0.048715886,[1.2687922 1.0012422],[1.24908011 1.07986111]
55,20.52718081118995,0,0.048715886,[0.9904716  0.98350036],[0.95248928 1.08148148]
56,20.52718081118995,0,0.048715886,[1.122063   0.99188876],[1.06029072 1.08634259]
57,20.52718081118995,0,0.048715886,[1.2536541 1.0002772],[1.19560675 1.09143519]
58,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[1.37051627 1.09675926]
59,20.52718081118995,0,0.048715886,[1.6190975 1.0235727],[1.60537087 1.10185185]
